id,username,model_name,timestamp,stepname,app_name,accelerometer_x,accelerometer_y,accelerometer_z,lat,lon
25062,junaid,2ndlaw_bundle,2020-02-20 14:14:50,Introduction,Engineering_Mechanics_AR,0.008232029,-0.9527885,-0.3286531,0E-8,0E-8
25061,junaid,1stlaw_bundle,2020-02-20 14:14:16,Working,Engineering_Mechanics_AR,0.009147518,-0.9541312,-0.3269442,0E-8,0E-8
25060,junaid,1stlaw_bundle,2020-02-20 14:13:37,Introduction,Engineering_Mechanics_AR,0.004753175,-0.9537041,-0.3306671,0E-8,0E-8
25059,junaid,2ndlaw_bundle,2020-02-20 14:12:47,Introduction,Engineering_Mechanics_AR,0.00920855,-0.9721969,-0.2683529,0E-8,0E-8
25058,junaid,2ndlaw_bundle,2020-02-20 14:12:27,Smaller Mass,Engineering_Mechanics_AR,0.01103953,-1.006558,-0.1172364,0E-8,0E-8
25057,junaid,2ndlaw_bundle,2020-02-20 14:11:53,Introduction,Engineering_Mechanics_AR,0.01622729,-0.9565115,-0.3183386,0E-8,0E-8
25056,junaid,1stlaw_bundle,2020-02-20 14:11:20,Working,Engineering_Mechanics_AR,0.01665452,-0.9977695,-0.1730201,0E-8,0E-8
25055,junaid,1stlaw_bundle,2020-02-20 14:10:42,Introduction,Engineering_Mechanics_AR,0.01177192,-0.9505303,-0.3328033,0E-8,0E-8
25054,junaid,d14_1a_bundle,2020-02-17 19:03:22,Step 14,Engineering_Drawing_AR,-0.01190871,-0.8174794,-0.5793137,0E-8,0E-8
25053,junaid,d14_1a_bundle,2020-02-17 19:03:09,Step 14,Engineering_Drawing_AR,-0.004645834,-0.8174184,-0.578032,0E-8,0E-8
25052,junaid,d14_1a_bundle,2020-02-17 19:02:57,Step 13,Engineering_Drawing_AR,-0.01087115,-0.8115593,-0.5851728,0E-8,0E-8
25051,junaid,d14_1a_bundle,2020-02-17 19:02:40,Step 12,Engineering_Drawing_AR,-0.009284306,-0.8161367,-0.5798019,0E-8,0E-8
25050,junaid,d14_1a_bundle,2020-02-17 19:02:28,Step 11,Engineering_Drawing_AR,-0.01502137,-0.8193104,-0.5832808,0E-8,0E-8
25049,junaid,d14_1a_bundle,2020-02-17 19:02:11,Step 10,Engineering_Drawing_AR,-0.005134095,-0.8255358,-0.5656424,0E-8,0E-8
25048,junaid,d14_1a_bundle,2020-02-17 19:01:58,Step 9,Engineering_Drawing_AR,-0.008857079,-0.8191884,-0.5751634,0E-8,0E-8
25047,junaid,d14_1a_bundle,2020-02-17 19:01:44,Step 8,Engineering_Drawing_AR,-0.009101209,-0.810949,-0.5851117,0E-8,0E-8
25046,junaid,d14_1a_bundle,2020-02-17 19:01:18,Step 7,Engineering_Drawing_AR,-0.01294626,-0.8157705,-0.5841352,0E-8,0E-8
25045,junaid,d14_1a_bundle,2020-02-17 19:00:57,Step 6,Engineering_Drawing_AR,-0.008307787,-0.8210194,-0.5777269,0E-8,0E-8
25044,junaid,d14_1a_bundle,2020-02-17 19:00:42,Step 5,Engineering_Drawing_AR,-0.00910121,-0.8163809,-0.5763841,0E-8,0E-8
25043,junaid,d14_1a_bundle,2020-02-17 19:00:20,Step 4,Engineering_Drawing_AR,-0.006904039,-0.8179067,-0.5747362,0E-8,0E-8
25042,junaid,d14_1a_bundle,2020-02-17 18:59:48,Step 3,Engineering_Drawing_AR,-0.00598855,-0.8204089,-0.5752856,0E-8,0E-8
25041,junaid,d14_1a_bundle,2020-02-17 18:59:35,Step 2,Engineering_Drawing_AR,-0.007514363,-0.8152213,-0.5789475,0E-8,0E-8
25040,junaid,d14_1a_bundle,2020-02-17 18:59:25,Step 1,Engineering_Drawing_AR,-0.003486216,-0.8008786,-0.5922526,0E-8,0E-8
25039,junaid,d14_1a_bundle,2020-02-17 18:59:01,Introduction,Engineering_Drawing_AR,-0.01056599,-0.80924,-0.5930459,0E-8,0E-8
25038,junaid,m17_6b_bundle,2020-02-17 18:58:31,Step 8,Engineering_Drawing_AR,-0.005134095,-0.8122306,-0.5829756,0E-8,0E-8
25037,junaid,m17_6b_bundle,2020-02-17 18:58:18,Step 7,Engineering_Drawing_AR,-0.00672094,-0.8171743,-0.5813277,0E-8,0E-8
25036,junaid,m17_6b_bundle,2020-02-17 18:58:01,Step 6,Engineering_Drawing_AR,-0.00885708,-0.8207752,-0.5756518,0E-8,0E-8
25035,junaid,m17_6b_bundle,2020-02-17 18:57:32,Step 5,Engineering_Drawing_AR,-0.006904038,-0.8408549,-0.551971,0E-8,0E-8
25034,junaid,m17_6b_bundle,2020-02-17 18:57:08,Step 4,Engineering_Drawing_AR,-0.009406372,-0.820592,-0.5824873,0E-8,0E-8
25033,junaid,m17_6b_bundle,2020-02-17 18:56:55,Step 3,Engineering_Drawing_AR,-0.004401704,-0.8055781,-0.5902385,0E-8,0E-8
25032,junaid,m17_6b_bundle,2020-02-17 18:56:21,Step 2,Engineering_Drawing_AR,-0.02045326,-0.827916,-0.5823042,0E-8,0E-8
25031,junaid,m17_6b_bundle,2020-02-17 18:56:06,Step 1,Engineering_Drawing_AR,0.009025454,-0.8276108,-0.5483702,0E-8,0E-8
25030,junaid,m17_6b_bundle,2020-02-17 18:55:41,Introduction,Engineering_Drawing_AR,0.004814208,-0.8158926,-0.5752245,0E-8,0E-8
25029,junaid,m15_5_bundle,2020-02-17 18:54:48,Step 27 VP,Engineering_Drawing_AR,-0.001716273,-0.8058832,-0.5869427,0E-8,0E-8
25028,junaid,m15_5_bundle,2020-02-17 18:54:31,Step 26 VP,Engineering_Drawing_AR,-0.002753826,-0.8175404,-0.5778489,0E-8,0E-8
25027,junaid,m15_5_bundle,2020-02-17 18:54:14,Step 25 VP,Engineering_Drawing_AR,0.003410459,-0.8096672,-0.5768723,0E-8,0E-8
25026,junaid,m15_5_bundle,2020-02-17 18:53:58,Step 24 VP,Engineering_Drawing_AR,-0.009711534,-0.8088738,-0.5936563,0E-8,0E-8
25025,junaid,m15_5_bundle,2020-02-17 18:53:42,Step 23 HP,Engineering_Drawing_AR,-0.001105948,-0.8016109,-0.5887737,0E-8,0E-8
25024,junaid,m15_5_bundle,2020-02-17 18:53:25,Step 22 HP,Engineering_Drawing_AR,-0.009345339,-0.8348737,-0.5598443,0E-8,0E-8
25023,junaid,m15_5_bundle,2020-02-17 18:53:06,Step 21 HP,Engineering_Drawing_AR,-0.0126411,-0.8212634,-0.5777879,0E-8,0E-8
25022,junaid,m15_5_bundle,2020-02-17 18:52:44,Step 20 HP,Engineering_Drawing_AR,-0.01270213,-0.8196767,-0.5839521,0E-8,0E-8
25021,junaid,m15_5_bundle,2020-02-17 18:52:18,Step 19 HP,Engineering_Drawing_AR,-0.004828932,-0.8215686,-0.5748583,0E-8,0E-8
25020,junaid,m15_5_bundle,2020-02-17 18:52:18,Step 23 HP,Engineering_Drawing_AR,-0.009162242,-0.8120476,-0.5909099,0E-8,0E-8
25019,junaid,m15_5_bundle,2020-02-17 18:52:00,Step 18 HP,Engineering_Drawing_AR,-0.009223274,-0.8218127,-0.576201,0E-8,0E-8
25018,junaid,m15_5_bundle,2020-02-17 18:51:38,Step 17 HP,Engineering_Drawing_AR,-0.01105425,-0.8183339,-0.5881023,0E-8,0E-8
25017,junaid,m15_5_bundle,2020-02-17 18:51:17,Step 16 HP,Engineering_Drawing_AR,-0.00910121,-0.8238268,-0.576201,0E-8,0E-8
25016,junaid,m15_5_bundle,2020-02-17 18:50:58,Step 15 HP,Engineering_Drawing_AR,-0.008368819,-0.8178456,-0.5792527,0E-8,0E-8
25015,junaid,m15_5_bundle,2020-02-17 18:50:42,Step 14 HP,Engineering_Drawing_AR,-0.01068805,-0.8271836,-0.5732104,0E-8,0E-8
25014,junaid,m15_5_bundle,2020-02-17 18:50:23,Step 13 HP,Engineering_Drawing_AR,-0.01026083,-0.822179,-0.5787643,0E-8,0E-8
25013,junaid,m15_5_bundle,2020-02-17 18:50:03,Step 12 VP,Engineering_Drawing_AR,-0.004645834,-0.8177236,-0.5752856,0E-8,0E-8
25012,junaid,m15_5_bundle,2020-02-17 18:49:41,Step 11 VP,Engineering_Drawing_AR,-0.007941591,-0.8126579,-0.5869427,0E-8,0E-8
25011,junaid,m15_5_bundle,2020-02-17 18:49:18,Step 10 VP,Engineering_Drawing_AR,-0.006110615,-0.8097894,-0.5885296,0E-8,0E-8
25010,junaid,m15_5_bundle,2020-02-17 18:48:55,Step 9 VP,Engineering_Drawing_AR,-0.01044393,-0.8270006,-0.5714405,0E-8,0E-8
25009,junaid,m15_5_bundle,2020-02-17 18:48:40,Step 8 VP,Engineering_Drawing_AR,-0.008735014,-0.8103387,-0.5870648,0E-8,0E-8
25008,junaid,m15_5_bundle,2020-02-17 18:48:22,Step 7 HP,Engineering_Drawing_AR,-0.006415778,-0.827794,-0.570586,0E-8,0E-8
25007,junaid,m15_5_bundle,2020-02-17 18:47:57,Step 6 VP,Engineering_Drawing_AR,-0.01258006,-0.8273057,-0.5758348,0E-8,0E-8
25006,junaid,m15_5_bundle,2020-02-17 18:47:42,Step 5d VP,Engineering_Drawing_AR,-0.004828933,-0.8178456,-0.5790696,0E-8,0E-8
25005,junaid,m15_5_bundle,2020-02-17 18:47:23,Step 5c VP,Engineering_Drawing_AR,0.001884646,-0.8138785,-0.5748582,0E-8,0E-8
25004,junaid,m15_5_bundle,2020-02-17 18:47:08,Step 5b VP,Engineering_Drawing_AR,-0.01435001,-0.8181509,-0.5865155,0E-8,0E-8
25003,junaid,m15_5_bundle,2020-02-17 18:46:52,Step 5a VP,Engineering_Drawing_AR,-0.01038289,-0.8133903,-0.5849897,0E-8,0E-8
25002,junaid,m15_5_bundle,2020-02-17 18:46:30,Step 4 HP,Engineering_Drawing_AR,-0.004889966,-0.809057,-0.5891399,0E-8,0E-8
25001,junaid,m15_5_bundle,2020-02-17 18:46:17,Step 3 HP,Engineering_Drawing_AR,-0.01074909,-0.8137564,-0.591154,0E-8,0E-8
25000,junaid,m15_5_bundle,2020-02-17 18:45:58,Step 2 HP,Engineering_Drawing_AR,-0.01215284,-0.8180898,-0.5849897,0E-8,0E-8
24999,junaid,m15_5_bundle,2020-02-17 18:45:45,Step 1d HP,Engineering_Drawing_AR,-0.007148169,-0.8147941,-0.5822433,0E-8,0E-8
24998,junaid,m15_5_bundle,2020-02-17 18:45:45,Step 1d HP,Engineering_Drawing_AR,-0.00672094,-0.8154653,-0.5821822,0E-8,0E-8
24997,junaid,m15_5_bundle,2020-02-17 18:45:27,Step 1c HP,Engineering_Drawing_AR,-0.009162242,-0.8224232,-0.5775437,0E-8,0E-8
24996,junaid,m15_5_bundle,2020-02-17 18:45:14,Step 1b HP,Engineering_Drawing_AR,-0.002082468,-0.8060054,-0.5872479,0E-8,0E-8
24995,junaid,m15_5_bundle,2020-02-17 18:45:01,Step 1a HP,Engineering_Drawing_AR,-0.005683387,-0.8163199,-0.5777268,0E-8,0E-8
24994,junaid,m15_5_bundle,2020-02-17 18:44:33,Introduction,Engineering_Drawing_AR,-0.02478657,-0.8403666,-0.5691823,0E-8,0E-8
24993,junaid,d16_5a_bundle,2020-02-17 18:43:59,Step 18 VP,Engineering_Drawing_AR,0.004692143,-0.8161978,-0.568572,0E-8,0E-8
24992,junaid,d16_5a_bundle,2020-02-17 18:43:40,Step 17 VP,Engineering_Drawing_AR,-0.01154251,-0.8250475,-0.578032,0E-8,0E-8
24991,junaid,d16_5a_bundle,2020-02-17 18:43:24,Step 16 VP,Engineering_Drawing_AR,0.004020785,-0.7983763,-0.5882244,0E-8,0E-8
24990,junaid,d16_5a_bundle,2020-02-17 18:43:05,Step 15 VP,Engineering_Drawing_AR,-0.0006176875,-0.8182119,-0.5733325,0E-8,0E-8
24989,junaid,d16_5a_bundle,2020-02-17 18:42:44,Step 14 HP,Engineering_Drawing_AR,-0.01965984,-0.8196156,-0.5904216,0E-8,0E-8
24988,junaid,d16_5a_bundle,2020-02-17 18:42:27,Step 13 HP,Engineering_Drawing_AR,0.01897375,-0.8360944,-0.5274971,0E-8,0E-8
24987,junaid,d16_5a_bundle,2020-02-17 18:42:10,Step 12 HP,Engineering_Drawing_AR,-0.003913444,-0.8156485,-0.5776658,0E-8,0E-8
24986,junaid,d16_5a_bundle,2020-02-17 18:41:54,Step 11 HP,Engineering_Drawing_AR,-0.004828932,-0.8176625,-0.5746142,0E-8,0E-8
24985,junaid,d16_5a_bundle,2020-02-17 18:41:38,Step 10 VP,Engineering_Drawing_AR,-0.01087115,-0.8173574,-0.5841352,0E-8,0E-8
24984,junaid,d16_5a_bundle,2020-02-17 18:41:13,Step 9 VP,Engineering_Drawing_AR,-0.01087115,-0.8231554,-0.5744921,0E-8,0E-8
24983,junaid,d16_5a_bundle,2020-02-17 18:40:48,Step 8 VP,Engineering_Drawing_AR,-0.01105425,-0.8265733,-0.5733935,0E-8,0E-8
24982,junaid,d16_5a_bundle,2020-02-17 18:40:22,Step 7 VP,Engineering_Drawing_AR,-0.009894631,-0.8296249,-0.5664358,0E-8,0E-8
24981,junaid,d16_5a_bundle,2020-02-17 18:39:58,Step 6 VP,Engineering_Drawing_AR,-0.009101209,-0.8188221,-0.5823043,0E-8,0E-8
24980,junaid,d16_5a_bundle,2020-02-17 18:39:32,Step 5 HP,Engineering_Drawing_AR,-0.0004956226,-0.8171133,-0.5776048,0E-8,0E-8
24979,junaid,d16_5a_bundle,2020-02-17 18:39:09,Step 4 VP,Engineering_Drawing_AR,-0.02155185,-0.8302352,-0.5787644,0E-8,0E-8
24978,junaid,d16_5a_bundle,2020-02-17 18:38:04,Step 4 VP,Engineering_Drawing_AR,-0.0120918,-0.8201649,-0.5812057,0E-8,0E-8
24977,junaid,d16_5a_bundle,2020-02-17 18:37:39,Step 3 VP,Engineering_Drawing_AR,-0.006781973,-0.8148551,-0.5816329,0E-8,0E-8
24976,junaid,d16_5a_bundle,2020-02-17 18:37:20,Step 2 HP,Engineering_Drawing_AR,-0.004096542,-0.8087518,-0.5901164,0E-8,0E-8
24975,junaid,d16_5a_bundle,2020-02-17 18:36:56,Step 1 HP,Engineering_Drawing_AR,-0.008490885,-0.8154044,-0.5806563,0E-8,0E-8
24974,junaid,d16_5a_bundle,2020-02-17 18:36:23,Introduction,Engineering_Drawing_AR,-0.00647681,-0.8377422,-0.5570368,0E-8,0E-8
24973,junaid,d15_6a_bundle,2020-02-17 18:35:57,Step 21 VP,Engineering_Drawing_AR,-0.004096542,-0.8288925,-0.5619804,0E-8,0E-8
24972,junaid,d15_6a_bundle,2020-02-17 18:35:41,Step 20 VP,Engineering_Drawing_AR,0.005241435,-0.7970335,-0.5863324,0E-8,0E-8
24971,junaid,d15_6a_bundle,2020-02-17 18:35:17,Step 19 VP,Engineering_Drawing_AR,-0.01282419,-0.8233386,-0.5837691,0E-8,0E-8
24970,junaid,d15_6a_bundle,2020-02-17 18:35:02,Step 18 VP,Engineering_Drawing_AR,-0.01648615,-0.8414652,-0.5644218,0E-8,0E-8
24969,junaid,d15_6a_bundle,2020-02-17 18:34:38,Step 17 HP,Engineering_Drawing_AR,-0.005317193,-0.8044795,-0.5935953,0E-8,0E-8
24968,junaid,d15_6a_bundle,2020-02-17 18:34:21,Step 16 VP,Engineering_Drawing_AR,0.01207708,-0.8075922,-0.5693653,0E-8,0E-8
24967,junaid,d15_6a_bundle,2020-02-17 18:34:06,Step 15 VP,Engineering_Drawing_AR,0.01262637,-0.8082635,-0.5663747,0E-8,0E-8
24966,junaid,d15_6a_bundle,2020-02-17 18:33:45,Step 14 VP,Engineering_Drawing_AR,-0.00934534,-0.8126579,-0.5898113,0E-8,0E-8
24965,junaid,d15_6a_bundle,2020-02-17 18:33:32,Step 13 VP,Engineering_Drawing_AR,-0.004218607,-0.8119865,-0.5810837,0E-8,0E-8
24964,junaid,d15_6a_bundle,2020-02-17 18:33:09,Step 12 VP,Engineering_Drawing_AR,-0.006598876,-0.8126579,-0.5840743,0E-8,0E-8
24963,junaid,d15_6a_bundle,2020-02-17 18:32:47,Step 11 VP,Engineering_Drawing_AR,-0.008857079,-0.8257188,-0.574187,0E-8,0E-8
24962,junaid,d15_6a_bundle,2020-02-17 18:32:27,Step 10 VP,Engineering_Drawing_AR,-0.01428897,-0.8397564,-0.5640555,0E-8,0E-8
24961,junaid,d15_6a_bundle,2020-02-17 18:32:12,Step 9 VP,Engineering_Drawing_AR,-0.034979,-0.8727138,-0.5421448,0E-8,0E-8
24960,junaid,d15_6a_bundle,2020-02-17 18:31:56,Step 8 HP,Engineering_Drawing_AR,0.0001757365,-0.8114982,-0.5776048,0E-8,0E-8
24959,junaid,d15_6a_bundle,2020-02-17 18:31:44,Step 7 VP,Engineering_Drawing_AR,-0.0006176875,-0.807348,-0.5824873,0E-8,0E-8
24958,junaid,d15_6a_bundle,2020-02-17 18:31:29,Step 6 VP,Engineering_Drawing_AR,-0.0100167,-0.8177236,-0.579924,0E-8,0E-8
24957,junaid,d15_6a_bundle,2020-02-17 18:31:16,Step 5 VP,Engineering_Drawing_AR,-0.01087115,-0.8080194,-0.5933511,0E-8,0E-8
24956,junaid,d15_6a_bundle,2020-02-17 18:30:58,Step 4 VP,Engineering_Drawing_AR,-0.002997956,-0.8127799,-0.5854169,0E-8,0E-8
24955,junaid,d15_6a_bundle,2020-02-17 18:30:43,Step 3d VP,Engineering_Drawing_AR,-0.007392298,-0.8179067,-0.5766282,0E-8,0E-8
24954,junaid,d15_6a_bundle,2020-02-17 18:30:26,Step 3c VP,Engineering_Drawing_AR,-0.02228424,-0.8329206,-0.5779709,0E-8,0E-8
24953,junaid,d15_6a_bundle,2020-02-17 18:30:12,Step 3b VP,Engineering_Drawing_AR,-0.01666924,-0.8149161,-0.596891,0E-8,0E-8
24952,junaid,d15_6a_bundle,2020-02-17 18:29:59,Step 3a VP,Engineering_Drawing_AR,0.007377575,-0.8361553,-0.540558,0E-8,0E-8
24951,junaid,d15_6a_bundle,2020-02-17 18:29:46,Step 2 HP,Engineering_Drawing_AR,-0.003303119,-0.8119865,-0.5864545,0E-8,0E-8
24950,junaid,d15_6a_bundle,2020-02-17 18:29:33,Step 1d HP,Engineering_Drawing_AR,-0.01258006,-0.8247423,-0.5763841,0E-8,0E-8
24949,junaid,d15_6a_bundle,2020-02-17 18:29:14,Step 1c HP,Engineering_Drawing_AR,-0.002875891,-0.8187001,-0.5763841,0E-8,0E-8
24948,junaid,d15_6a_bundle,2020-02-17 18:29:00,Step 1b HP,Engineering_Drawing_AR,-0.005439258,-0.8135123,-0.5844404,0E-8,0E-8
24947,junaid,d15_6a_bundle,2020-02-17 18:28:47,Step 1a HP,Engineering_Drawing_AR,-0.009101208,-0.8246202,-0.5694265,0E-8,0E-8
24946,junaid,d15_6a_bundle,2020-02-17 18:28:20,Introduction,Engineering_Drawing_AR,-0.01038289,-0.8125358,-0.5887127,0E-8,0E-8
24945,junaid,m17_5a_bundle,2020-02-17 18:27:39,Step 22 VP,Engineering_Drawing_AR,-0.01758473,-0.8179067,-0.5916423,0E-8,0E-8
24944,junaid,m17_5a_bundle,2020-02-17 18:27:23,Step 21 VP,Engineering_Drawing_AR,-0.01685234,-0.820348,-0.5860272,0E-8,0E-8
24943,junaid,m17_5a_bundle,2020-02-17 18:27:06,Step 20 VP,Engineering_Drawing_AR,-0.002814859,-0.8236438,-0.5709522,0E-8,0E-8
24942,junaid,m17_5a_bundle,2020-02-17 18:26:49,Step 19 VP,Engineering_Drawing_AR,-0.003364151,-0.8175405,-0.5736376,0E-8,0E-8
24941,junaid,m17_5a_bundle,2020-02-17 18:26:31,Step 18 HP,Engineering_Drawing_AR,-0.002082468,-0.8104607,-0.5816939,0E-8,0E-8
24940,junaid,m17_5a_bundle,2020-02-17 18:26:14,Step 17 HP,Engineering_Drawing_AR,-0.003669314,-0.8199208,-0.5701588,0E-8,0E-8
24939,junaid,m17_5a_bundle,2020-02-17 18:25:57,Step 16 HP,Engineering_Drawing_AR,-0.007636427,-0.8322493,-0.5644827,0E-8,0E-8
24938,junaid,m17_5a_bundle,2020-02-17 18:25:42,Step 15 HP,Engineering_Drawing_AR,-0.005012029,-0.8222399,-0.5738818,0E-8,0E-8
24937,junaid,m17_5a_bundle,2020-02-17 18:25:26,Step 14 HP,Engineering_Drawing_AR,-0.01288523,-0.8238268,-0.579863,0E-8,0E-8
24936,junaid,m17_5a_bundle,2020-02-17 18:25:08,Step 13 HP,Engineering_Drawing_AR,-0.006293713,-0.8134512,-0.5877972,0E-8,0E-8
24935,junaid,m17_5a_bundle,2020-02-17 18:24:39,Step 12 HP,Engineering_Drawing_AR,-0.01050496,-0.8340802,-0.5618584,0E-8,0E-8
24934,junaid,m17_5a_bundle,2020-02-17 18:24:20,Step 11 VP,Engineering_Drawing_AR,-0.008307787,-0.8139395,-0.5867596,0E-8,0E-8
24933,junaid,m17_5a_bundle,2020-02-17 18:24:04,Step 10 VP,Engineering_Drawing_AR,-0.01874435,-0.8136343,-0.5990882,0E-8,0E-8
24932,junaid,m17_5a_bundle,2020-02-17 18:23:47,Step 9 HP,Engineering_Drawing_AR,-0.005378225,-0.8335919,-0.5603936,0E-8,0E-8
